Index,ID,x,y,Region,Source,Species,Presence
606,CBNA_429083,6.28691,44.9381,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
607,CBNA_429085,6.28473,44.9374,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
608,CBNA_429086,6.28395,44.9369,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
609,CBNA_429089,6.28374,44.9358,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
610,CBNA_429116,6.29454,44.9336,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
611,CBNA_429118,6.29462,44.9341,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
612,CBNA_429120,6.29462,44.9352,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
613,CBNA_429123,6.29564,44.9374,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
614,CBNA_429141,6.29493,44.9343,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
615,CBNA_429144,6.06212,45.2109,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
616,CBNA_429145,6.04033,45.06517,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
617,CBNA_429146,6.04064,45.0654,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
618,CBNA_429155,6.1032,44.9937,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
619,CBNA_429162,6.09053,44.9945,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
620,CBNA_429163,6.08987,44.9948,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
621,CBNA_429164,6.0877,44.9926,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
622,CBNA_429177,6.12644,44.9941,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
623,CBNA_429178,6.12639,44.9934,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
624,CBNA_429179,6.1274,44.9926,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
625,CBNA_429180,6.12864,44.9918,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
626,CBNA_429181,6.12915,44.9923,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
627,CBNA_429192,5.80242,44.765,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
628,CBNA_429225,5.82344,44.7752,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
629,CBNA_429226,5.82287,44.7757,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
630,CBNA_429243,6.0235,45.0825,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
631,CBNA_429244,6.02276,45.0828,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
632,CBNA_429290,6.14197,45.0939,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
633,CBNA_429385,6.09999,45.206,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
634,CBNA_429387,6.10115,45.2083,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
635,CBNA_429390,6.09898,45.2091,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
636,CBNA_429491,6.17913,45.0282,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
637,CBNA_429591,6.17138,45.042,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
638,CBNA_429594,6.18383,45.0389,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
639,CBNA_429599,6.18099,45.0425,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
640,CBNA_429604,6.17683,45.0439,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
641,CBNA_429608,6.17205,45.0458,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
642,CBNA_429613,6.16212,45.0471,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
643,CBNA_429634,6.15609,45.0938,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
644,CBNA_429635,6.1559,45.0931,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
645,CBNA_429733,6.12083,45.0021,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
646,CBNA_429759,6.09049,44.9938,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
647,CBNA_429764,6.10805,44.9737,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
648,CBNA_429770,6.10385,44.9933,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
649,CBNA_429771,6.10645,44.9938,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
650,CBNA_429824,6.00082,44.9449,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
651,CBNA_429833,6.01882,44.9516,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
652,CBNA_429860,6.0722,45.0766,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
653,CBNA_429866,6.0412,45.0645,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
654,CBNA_429869,6.04923,45.0287,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
655,CBNA_429871,6.05019,45.0283,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
656,CBNA_429996,6.06986,45.031,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
657,CBNA_429997,6.07016,45.0306,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
658,CBNA_430021,5.77894,44.8773,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
659,CBNA_430022,5.77862,44.8768,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
660,CBNA_430032,5.77027,44.8824,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
661,CBNA_430064,5.80504,44.8773,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
662,CBNA_430071,5.82744,44.868,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
663,CBNA_430074,6.04314,45.0641,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
664,CBNA_430075,6.04334,45.0634,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
665,CBNA_430076,6.04226,45.0641,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
666,CBNA_430078,6.04115,45.0642,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
667,CBNA_430079,6.04182,45.0639,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
668,CBNA_430080,6.04232,45.0656,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
669,CBNA_430081,6.04219,45.0663,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
670,CBNA_430083,6.04073,45.066,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
671,CBNA_430084,6.04008,45.0674,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
672,CBNA_430092,6.02388,45.0826,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
673,CBNA_430195,5.66814,45.1719,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
674,CBNA_430206,6.09551,45.0289,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
675,CBNA_430264,5.33122,45.8343,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
676,CBNA_430438,5.58958,44.8556,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
677,CBNA_430439,5.59061,44.8544,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
678,CBNA_430440,5.59163,44.8528,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
679,CBNA_430441,5.59296,44.8509,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
680,CBNA_430442,5.59391,44.8499,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
681,CBNA_430443,5.59356,44.8481,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
682,CBNA_430444,5.59324,44.8458,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
683,CBNA_430447,5.5926,44.8427,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
684,CBNA_430448,5.59186,44.8413,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
685,CBNA_430449,5.5909,44.8398,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
686,CBNA_430450,5.5901,44.8385,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
687,CBNA_430451,5.5894,44.8376,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
688,CBNA_430452,5.58868,44.8369,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
689,CBNA_430462,5.56903,44.8771,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
690,CBNA_430483,5.59243,44.8922,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
691,CBNA_430581,5.90806,45.1164,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
692,CBNA_430591,5.91809,45.128,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
693,CBNA_430605,6.05218,45.051,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
694,CBNA_430608,6.05417,45.0504,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
695,CBNA_430609,6.05478,45.0502,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
696,CBNA_430610,6.05514,45.0499,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
697,CBNA_430613,6.05643,45.0493,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
698,CBNA_430615,6.057,45.0487,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
699,CBNA_430616,6.05657,45.0487,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
700,CBNA_430734,6.12398,45.2101,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
701,CBNA_431197,5.85738,44.7779,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
702,CBNA_431259,5.71968,45.2047,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
703,CBNA_431266,5.72429,45.2085,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
704,CBNA_431268,5.72342,45.2037,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
705,CBNA_431270,5.72196,45.2039,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
706,CBNA_431283,5.67669,45.2457,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
707,CBNA_431292,5.67125,45.2516,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
708,CBNA_431300,5.6609,45.2636,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
709,CBNA_431311,5.63039,45.3021,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
710,CBNA_431315,5.62329,45.3145,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
711,CBNA_431316,5.62314,45.3174,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
712,CBNA_431317,5.6231,45.3224,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
713,CBNA_431361,5.85306,45.2821,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
714,CBNA_431364,5.85716,45.2841,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
715,CBNA_431383,5.84489,45.2798,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
716,CBNA_431394,5.69028,45.1048,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
717,CBNA_431396,5.69032,45.1056,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
718,CBNA_431399,5.69068,45.1084,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
719,CBNA_431400,5.69067,45.1094,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
720,CBNA_431416,5.63421,45.0327,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
721,CBNA_431574,5.42107,45.1674,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
722,CBNA_431594,5.48909,45.1819,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
723,CBNA_431605,5.67541,45.0776,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
724,CBNA_431607,5.67747,45.0798,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
725,CBNA_431612,5.671,45.077,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
726,CBNA_431614,5.66998,45.0764,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
727,CBNA_431960,6.08329,45.0369,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
728,CBNA_431962,6.08351,45.0362,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
729,CBNA_431963,6.0831,45.0358,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
730,CBNA_431964,6.08388,45.0356,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
731,CBNA_431966,6.08293,45.0337,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
732,CBNA_431967,6.08244,45.033,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
733,CBNA_431968,6.08211,45.0334,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
734,CBNA_431969,6.08231,45.0317,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
735,CBNA_431971,6.0816,45.0315,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
736,CBNA_431972,6.08375,45.0331,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
737,CBNA_431975,6.10973,45.0441,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
738,CBNA_431976,6.10993,45.0447,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
739,CBNA_431977,6.1096,45.0455,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
740,CBNA_431978,6.10987,45.0462,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
741,CBNA_431982,6.11266,45.0467,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
742,CBNA_431983,6.11299,45.0462,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
743,CBNA_431984,6.11331,45.0437,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
744,CBNA_431985,6.11339,45.0429,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
745,CBNA_431986,6.11353,45.042,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
746,CBNA_431988,5.482,45.0843,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
747,CBNA_431994,5.48176,45.0849,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
748,CBNA_431996,5.46298,45.087,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
749,CBNA_431998,5.46173,45.0872,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
750,CBNA_431999,5.46048,45.0866,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
751,CBNA_432001,5.46012,45.0871,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
752,CBNA_432003,5.45665,45.0872,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
753,CBNA_432010,5.44068,45.0709,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
754,CBNA_432016,5.42734,45.0672,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
755,CBNA_432020,5.42941,45.0696,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
756,CBNA_432040,5.46412,44.8262,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
757,CBNA_432042,5.47258,44.8239,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
758,CBNA_432048,5.48076,44.8248,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
759,CBNA_432049,5.48005,44.8248,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
760,CBNA_432113,5.3084,45.7868,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
761,CBNA_432117,5.29922,45.7908,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
762,CBNA_432118,5.29782,45.7912,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
763,CBNA_432119,5.29869,45.7926,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
764,CBNA_432121,5.29931,45.7937,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
765,CBNA_432122,5.29971,45.7943,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
766,CBNA_432269,5.53107,44.9636,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
767,CBNA_432271,5.53087,44.965,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
768,CBNA_432277,5.52995,44.9621,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
769,CBNA_432279,5.52746,44.9588,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
770,CBNA_432291,5.56617,44.9596,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
771,CBNA_432315,5.52565,44.959,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
772,CBNA_432326,5.52246,44.9508,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
773,CBNA_432329,5.52473,44.95,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
774,CBNA_432357,5.56739,44.9598,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
775,CBNA_432359,5.56824,44.9603,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
776,CBNA_432366,5.58009,44.8673,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
777,CBNA_432482,5.52921,44.8342,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
778,CBNA_432514,5.54935,44.8391,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
779,CBNA_432539,5.61143,44.7913,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
780,CBNA_432540,5.61079,44.7904,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
781,CBNA_432542,5.60909,44.7982,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
782,CBNA_432543,5.60781,44.8,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
783,CBNA_432550,5.59893,44.8122,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
784,CBNA_432560,5.61161,44.7909,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
785,CBNA_432562,5.61176,44.7938,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
786,CBNA_432563,5.6119,44.795,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
787,CBNA_432564,5.60972,44.7987,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
788,CBNA_432568,5.60023,44.8128,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
789,CBNA_432569,5.59927,44.8141,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
790,CBNA_432584,5.91973,45.4408,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
791,CBNA_432657,5.53144,44.9675,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
792,CBNA_432663,5.5593,44.9636,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
793,CBNA_432664,5.55828,44.9635,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
794,CBNA_432687,5.53693,44.9816,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
795,CBNA_432692,5.53848,44.9837,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
796,CBNA_432705,5.54328,44.9911,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
797,CBNA_432707,5.54388,44.9916,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
798,CBNA_432708,5.54469,44.9917,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
799,CBNA_432733,6.09557,45.0287,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
800,CBNA_432738,5.68478,44.7266,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
801,CBNA_432739,5.6854,44.7269,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
802,CBNA_432744,5.68868,44.7276,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
803,CBNA_432748,5.69048,44.7279,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
804,CBNA_432753,5.69291,44.7294,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
805,CBNA_432754,5.69339,44.7295,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
806,CBNA_432802,5.70352,44.7303,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
807,CBNA_432805,5.68556,44.7244,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
808,CBNA_432814,5.6987,44.7279,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
809,CBNA_432818,5.70553,44.7292,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
810,CBNA_432819,5.70618,44.728,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
811,CBNA_432824,5.66139,44.7313,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
812,CBNA_432826,5.66099,44.7327,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
813,CBNA_432828,5.66011,44.7334,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
814,CBNA_432829,5.66001,44.7342,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
815,CBNA_432830,5.65991,44.735,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
816,CBNA_432831,5.65982,44.7357,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
817,CBNA_432835,5.65851,44.7363,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
818,CBNA_432837,5.65751,44.736,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
819,CBNA_432938,5.88534,44.751,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
820,CBNA_432953,5.92069,44.7589,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
821,CBNA_432970,5.92308,44.7548,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
822,CBNA_432975,5.92446,44.7593,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
823,CBNA_433248,5.68616,45.1839,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
824,CBNA_433263,5.67691,45.1364,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
825,CBNA_433265,5.67823,45.1346,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
826,CBNA_433269,5.67969,45.1368,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
827,CBNA_433270,5.68112,45.1364,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
828,CBNA_433281,5.70191,45.2157,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
829,CBNA_433282,5.70134,45.2161,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
830,CBNA_433283,5.70196,45.2163,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
831,CBNA_433287,5.70299,45.2168,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
832,CBNA_433289,5.70348,45.2178,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
833,CBNA_433859,6.18288,45.0417,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
834,CBNA_433865,6.18092,45.0406,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
835,CBNA_433871,6.1681,45.044,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
836,CBNA_433873,6.16657,45.0441,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
837,CBNA_433874,6.16528,45.0445,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
838,CBNA_433879,6.13912,45.0498,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
839,CBNA_433883,6.19046,45.0754,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
840,CBNA_433924,5.5968,45.0527,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
841,CBNA_433964,5.59101,45.0628,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
842,CBNA_434109,6.13215,45.042,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
843,CBNA_434110,6.13208,45.0418,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
844,CBNA_434113,6.13104,45.0401,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
845,CBNA_434192,5.46209,45.0871,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
846,CBNA_434297,5.62043,45.1823,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
847,CBNA_434300,5.64139,45.2086,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
848,CBNA_434301,5.63965,45.206,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
849,CBNA_434302,5.6394,45.2062,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
850,CBNA_434304,5.64367,45.208,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
851,CBNA_434307,5.64123,45.208,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
852,CBNA_434308,5.64105,45.2091,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
853,CBNA_434408,6.1311,45.0816,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
854,CBNA_434412,6.11753,45.0497,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
855,CBNA_434417,6.11331,45.048,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
856,CBNA_434418,6.06684,45.0356,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
857,CBNA_434419,6.0666,45.0361,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
858,CBNA_434420,6.06398,45.0393,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
859,CBNA_434422,6.05979,45.0444,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
860,CBNA_434429,6.05171,45.0513,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
861,CBNA_434430,6.052,45.0509,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
862,CBNA_434431,6.05299,45.0509,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
863,CBNA_434932,5.47575,44.794,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
864,CBNA_434933,5.47419,44.7942,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
865,CBNA_434983,5.47993,44.8141,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
866,CBNA_435037,5.57869,44.8219,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
867,CBNA_435145,5.52455,44.942,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
868,CBNA_435149,5.52345,44.9445,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
869,CBNA_435150,5.52351,44.9451,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
870,CBNA_435151,5.5232,44.9458,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
871,CBNA_435152,5.5233,44.9462,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
872,CBNA_435153,5.52341,44.9467,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
873,CBNA_435154,5.52339,44.9428,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
874,CBNA_435157,5.52324,44.941,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
875,CBNA_435251,5.52459,44.8593,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
876,CBNA_435253,5.52522,44.8618,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
877,CBNA_435276,5.52006,44.8574,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
878,CBNA_435279,5.51735,44.8593,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
879,CBNA_435331,5.67807,45.1342,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
880,CBNA_435332,5.67884,45.1347,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
881,CBNA_435335,5.67672,45.1334,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
882,CBNA_435338,5.68027,45.1378,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
883,CBNA_435345,6.18168,45.0717,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
884,CBNA_435409,6.14757,45.0485,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
885,CBNA_435414,6.16307,45.0476,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
886,CBNA_435418,6.16025,45.0463,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
887,CBNA_435419,6.16666,45.0464,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
888,CBNA_435420,6.16773,45.0468,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
889,CBNA_435423,6.17456,45.0446,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
890,CBNA_435426,6.15683,45.0558,Central,CBNA,Dianthus sylvestris ssp sylvestris,1
